 time            v(Q)            v(A)-v(B)       v(B)           
 0.00000000e+00  1.79999994e+00  4.00000000e-01  0.00000000e+00 
 1.00000000e-09  1.79999994e+00  4.00000004e-01  0.00000000e+00 
 2.00000000e-09  1.79999994e+00  4.00000008e-01  0.00000000e+00 
 4.00000000e-09  1.79999994e+00  4.00000016e-01  0.00000000e+00 
 8.00000000e-09  1.79999994e+00  4.00000032e-01  0.00000000e+00 
 1.60000000e-08  1.79999994e+00  4.00000064e-01  0.00000000e+00 
 3.20000000e-08  1.79999994e+00  4.00000128e-01  0.00000000e+00 
 6.40000000e-08  1.79999994e+00  4.00000256e-01  0.00000000e+00 
 1.00000000e-07  1.79999994e+00  4.00000400e-01  0.00000000e+00 
 1.00010000e-07  1.80025413e+00  4.00000400e-01  0.00000000e+00 
 1.00030000e-07  1.80040539e+00  4.00000400e-01  0.00000000e+00 
 1.00070000e-07  1.79621076e+00  4.00000400e-01  0.00000000e+00 
 1.00100000e-07  1.79279388e+00  4.00000400e-01  0.00000000e+00 
 1.00107637e-07  1.79697185e+00  4.00000400e-01  0.00000000e+00 
 1.00122910e-07  1.80831890e+00  4.00000400e-01  0.00000000e+00 
 1.00153457e-07  1.82889333e+00  4.00000401e-01  0.00000000e+00 
 1.00214552e-07  1.83386292e+00  4.00000401e-01  0.00000000e+00 
 1.00288362e-07  1.78882553e+00  4.00000401e-01  0.00000000e+00 
 1.00435982e-07  1.78179383e+00  4.00000402e-01  0.00000000e+00 
 1.00595737e-07  1.80897540e+00  4.00000402e-01  0.00000000e+00 
 1.00915247e-07  1.79277936e+00  4.00000404e-01  0.00000000e+00 
 1.01283248e-07  1.80611466e+00  4.00000405e-01  0.00000000e+00 
 1.02019250e-07  1.79442302e+00  4.00000408e-01  0.00000000e+00 
 1.03475966e-07  1.80539527e+00  4.00000414e-01  0.00000000e+00 
 1.05839902e-07  1.79478587e+00  4.00000423e-01  0.00000000e+00 
 1.10567775e-07  1.80518842e+00  4.00000442e-01  0.00000000e+00 
 1.19445540e-07  1.79488502e+00  4.00000478e-01  0.00000000e+00 
 1.37201070e-07  1.80513334e+00  4.00000549e-01  0.00000000e+00 
 1.72712130e-07  1.79490969e+00  4.00000691e-01  0.00000000e+00 
 2.43734250e-07  1.80511937e+00  4.00000975e-01  0.00000000e+00 
 3.85778490e-07  1.79491607e+00  4.00001543e-01  0.00000000e+00 
 6.69866971e-07  1.80511608e+00  4.00002679e-01  0.00000000e+00 
 1.23804393e-06  1.79491769e+00  4.00004952e-01  0.00000000e+00 
 2.37439786e-06  1.80511526e+00  4.00009498e-01  0.00000000e+00 
 4.37439786e-06  1.79491812e+00  4.00017498e-01  0.00000000e+00 
 6.37439786e-06  1.80511495e+00  4.00025498e-01  0.00000000e+00 
 8.37439786e-06  1.79491843e+00  4.00033498e-01  0.00000000e+00 
 1.03743979e-05  1.80511464e+00  4.00041498e-01  0.00000000e+00 
