 time            v(Q)            v(A)-v(B)       v(B)           
 0.00000000e+00  1.07063102e-08 -1.40000000e+00  1.40000000e+00 
 2.00000000e-11  1.07281662e-08 -1.40000020e+00  1.40000020e+00 
 4.00000000e-11  1.07038529e-08 -1.40000040e+00  1.40000040e+00 
 8.00000000e-11  1.06933558e-08 -1.40000080e+00  1.40000080e+00 
 1.60000000e-10  1.07153437e-08 -1.40000160e+00  1.40000160e+00 
 3.20000000e-10  1.06991059e-08 -1.40000320e+00  1.40000320e+00 
 6.40000000e-10  1.07126763e-08 -1.40000640e+00  1.40000640e+00 
 1.28000000e-09  1.07003423e-08 -1.40001280e+00  1.40001280e+00 
 2.56000000e-09  1.07120841e-08 -1.40002560e+00  1.40002560e+00 
 4.56000000e-09  1.07006585e-08 -1.40004560e+00  1.40004560e+00 
 6.56000000e-09  1.07118410e-08 -1.40006560e+00  1.40006560e+00 
 8.56000000e-09  1.07008986e-08 -1.40008560e+00  1.40008560e+00 
 1.05600000e-08  1.07116038e-08 -1.40010560e+00  1.40010560e+00 
 1.25600000e-08  1.07011330e-08 -1.40012560e+00  1.40012560e+00 
 1.45600000e-08  1.07113722e-08 -1.40014560e+00  1.40014560e+00 
 1.65600000e-08  1.07013618e-08 -1.40016560e+00  1.40016560e+00 
 1.85600000e-08  1.07111463e-08 -1.40018560e+00  1.40018560e+00 
 2.05600000e-08  1.07015847e-08 -1.40020560e+00  1.40020560e+00 
 2.25600000e-08  1.07109262e-08 -1.40022560e+00  1.40022560e+00 
 2.45600000e-08  1.07018022e-08 -1.40024560e+00  1.40024560e+00 
 2.65600000e-08  1.07107116e-08 -1.40026560e+00  1.40026560e+00 
 2.85600000e-08  1.07020139e-08 -1.40028560e+00  1.40028560e+00 
 3.05600000e-08  1.07105026e-08 -1.40030560e+00  1.40030560e+00 
 3.25600000e-08  1.07022202e-08 -1.40032560e+00  1.40032560e+00 
 3.45600000e-08  1.07102992e-08 -1.40034560e+00  1.40034560e+00 
 3.65600000e-08  1.07024209e-08 -1.40036560e+00  1.40036560e+00 
 3.85600000e-08  1.07101011e-08 -1.40038560e+00  1.40038560e+00 
 4.05600000e-08  1.07026162e-08 -1.40040560e+00  1.40040560e+00 
 4.25600000e-08  1.07099085e-08 -1.40042560e+00  1.40042560e+00 
 4.45600000e-08  1.07028062e-08 -1.40044560e+00  1.40044560e+00 
 4.65600000e-08  1.07097212e-08 -1.40046560e+00  1.40046560e+00 
 4.85600000e-08  1.07029908e-08 -1.40048560e+00  1.40048560e+00 
 5.05600000e-08  1.07095392e-08 -1.40050560e+00  1.40050560e+00 
 5.25600000e-08  1.07031703e-08 -1.40052560e+00  1.40052560e+00 
 5.45600000e-08  1.07093623e-08 -1.40054560e+00  1.40054560e+00 
 5.65600000e-08  1.07033446e-08 -1.40056560e+00  1.40056560e+00 
 5.85600000e-08  1.07091906e-08 -1.40058560e+00  1.40058560e+00 
 6.05600000e-08  1.07035138e-08 -1.40060560e+00  1.40060560e+00 
