 time            v(Q)            v(A)-v(B)       v(B)           
 0.00000000e+00  4.69646623e-09  1.00000000e+00  0.00000000e+00 
 1.00000000e-09  4.69646978e-09  1.00000000e+00  0.00000000e+00 
 2.00000000e-09  4.69646981e-09  1.00000001e+00  0.00000000e+00 
 4.00000000e-09  4.69646980e-09  1.00000002e+00  0.00000000e+00 
 8.00000000e-09  4.69646980e-09  1.00000003e+00  0.00000000e+00 
 1.60000000e-08  4.69646979e-09  1.00000006e+00  0.00000000e+00 
 3.20000000e-08  4.69646979e-09  1.00000013e+00  0.00000000e+00 
 6.40000000e-08  4.69646976e-09  1.00000026e+00  0.00000000e+00 
 1.00000000e-07  4.69646976e-09  1.00000040e+00  0.00000000e+00 
 1.00010000e-07  1.78297408e-05  1.00000040e+00  0.00000000e+00 
 1.00030000e-07 -3.49317795e-06  1.00000040e+00  0.00000000e+00 
 1.00070000e-07 -2.89415637e-05  1.00000040e+00  0.00000000e+00 
 1.00100000e-07 -6.08298570e-05  1.00000040e+00  0.00000000e+00 
 1.00108000e-07 -2.25470193e-05  1.00000040e+00  0.00000000e+00 
 1.00124000e-07 -2.63082546e-05  1.00000040e+00  0.00000000e+00 
 1.00156000e-07 -2.75994154e-04  1.00000040e+00  0.00000000e+00 
 1.00220000e-07  5.16599411e-03  1.00000040e+00  0.00000000e+00 
 1.00309498e-07 -4.28002941e-01  1.00000040e+00  0.00000000e+00 
 1.00408229e-07  9.50349979e-01  1.00000040e+00  0.00000000e+00 
 1.00519697e-07  1.63056106e+00  1.00000040e+00  0.00000000e+00 
 1.00695428e-07  1.57067964e+00  1.00000040e+00  0.00000000e+00 
 1.00948844e-07  1.62451045e+00  1.00000040e+00  0.00000000e+00 
 1.01248353e-07  1.57455600e+00  1.00000040e+00  0.00000000e+00 
 1.01847372e-07  1.62267375e+00  1.00000041e+00  0.00000000e+00 
 1.02703807e-07  1.57571027e+00  1.00000041e+00  0.00000000e+00 
 1.04293991e-07  1.62210033e+00  1.00000042e+00  0.00000000e+00 
 1.06901325e-07  1.57609112e+00  1.00000043e+00  0.00000000e+00 
 1.11500010e-07  1.62191608e+00  1.00000045e+00  0.00000000e+00 
 1.20697380e-07  1.57622002e+00  1.00000048e+00  0.00000000e+00 
 1.39092120e-07  1.62186684e+00  1.00000056e+00  0.00000000e+00 
 1.75881600e-07  1.57624945e+00  1.00000070e+00  0.00000000e+00 
 2.49460560e-07  1.62185456e+00  1.00000100e+00  0.00000000e+00 
 3.96618480e-07  1.57625679e+00  1.00000159e+00  0.00000000e+00 
 6.90934320e-07  1.62185149e+00  1.00000276e+00  0.00000000e+00 
 1.27956600e-06  1.57625863e+00  1.00000512e+00  0.00000000e+00 
 2.45682936e-06  1.62185072e+00  1.00000983e+00  0.00000000e+00 
 4.45682936e-06  1.57624975e+00  1.00001783e+00  0.00000000e+00 
 6.45682936e-06  1.62195471e+00  1.00002583e+00  0.00000000e+00 
 8.45682936e-06  1.57624504e+00  1.00003383e+00  0.00000000e+00 
 1.04568294e-05  1.62195463e+00  1.00004183e+00  0.00000000e+00 
 1.24568294e-05  1.57624540e+00  1.00004983e+00  0.00000000e+00 
 1.44568294e-05  1.62195431e+00  1.00005783e+00  0.00000000e+00 
 1.64568294e-05  1.57624577e+00  1.00006583e+00  0.00000000e+00 
 1.84568294e-05  1.62195400e+00  1.00007383e+00  0.00000000e+00 
 2.04568294e-05  1.57624614e+00  1.00008183e+00  0.00000000e+00 
 2.24568294e-05  1.62195368e+00  1.00008983e+00  0.00000000e+00 
 2.44568294e-05  1.57624650e+00  1.00009783e+00  0.00000000e+00 
 2.64568294e-05  1.62195336e+00  1.00010583e+00  0.00000000e+00 
 2.84568294e-05  1.57624687e+00  1.00011383e+00  0.00000000e+00 
 3.04568294e-05  1.62195305e+00  1.00012183e+00  0.00000000e+00 
 3.24568294e-05  1.57624723e+00  1.00012983e+00  0.00000000e+00 
 3.44568294e-05  1.62195273e+00  1.00013783e+00  0.00000000e+00 
 3.64568294e-05  1.57624760e+00  1.00014583e+00  0.00000000e+00 
 3.84568294e-05  1.62195241e+00  1.00015383e+00  0.00000000e+00 
 4.04568294e-05  1.57624797e+00  1.00016183e+00  0.00000000e+00 
 4.24568294e-05  1.62195210e+00  1.00016983e+00  0.00000000e+00 
 4.44568294e-05  1.57624833e+00  1.00017783e+00  0.00000000e+00 
 4.64568294e-05  1.62195178e+00  1.00018583e+00  0.00000000e+00 
 4.84568294e-05  1.57624870e+00  1.00019383e+00  0.00000000e+00 
 5.04568294e-05  1.62195146e+00  1.00020183e+00  0.00000000e+00 
 5.24568294e-05  1.57624906e+00  1.00020983e+00  0.00000000e+00 
 5.44568294e-05  1.62195115e+00  1.00021783e+00  0.00000000e+00 
 5.64568294e-05  1.57624943e+00  1.00022583e+00  0.00000000e+00 
 5.84568294e-05  1.62195083e+00  1.00023383e+00  0.00000000e+00 
 6.04568294e-05  1.57624980e+00  1.00024183e+00  0.00000000e+00 
 6.24568294e-05  1.62195052e+00  1.00024983e+00  0.00000000e+00 
 6.44568294e-05  1.57625016e+00  1.00025783e+00  0.00000000e+00 
 6.64568294e-05  1.62195020e+00  1.00026583e+00  0.00000000e+00 
 6.84568294e-05  1.57625053e+00  1.00027383e+00  0.00000000e+00 
 7.04568294e-05  1.62194988e+00  1.00028183e+00  0.00000000e+00 
 7.24568294e-05  1.57625090e+00  1.00028983e+00  0.00000000e+00 
 7.44568294e-05  1.62194957e+00  1.00029783e+00  0.00000000e+00 
 7.64568294e-05  1.57625126e+00  1.00030583e+00  0.00000000e+00 
 7.84568294e-05  1.62194925e+00  1.00031383e+00  0.00000000e+00 
 8.04568294e-05  1.57625163e+00  1.00032183e+00  0.00000000e+00 
 8.24568294e-05  1.62194893e+00  1.00032983e+00  0.00000000e+00 
 8.44568294e-05  1.57625200e+00  1.00033783e+00  0.00000000e+00 
 8.64568294e-05  1.62194862e+00  1.00034583e+00  0.00000000e+00 
 8.84568294e-05  1.57625236e+00  1.00035383e+00  0.00000000e+00 
 9.04568294e-05  1.62194830e+00  1.00036183e+00  0.00000000e+00 
 9.24568294e-05  1.57625273e+00  1.00036983e+00  0.00000000e+00 
 9.44568294e-05  1.62194798e+00  1.00037783e+00  0.00000000e+00 
 9.64568294e-05  1.57625310e+00  1.00038583e+00  0.00000000e+00 
 9.84568294e-05  1.62194767e+00  1.00039383e+00  0.00000000e+00 
 1.00456829e-04  1.57625346e+00  1.00040183e+00  0.00000000e+00 
 1.02456829e-04  1.62194735e+00  1.00040983e+00  0.00000000e+00 
 1.04456829e-04  1.57625383e+00  1.00041783e+00  0.00000000e+00 
 1.06456829e-04  1.62194703e+00  1.00042583e+00  0.00000000e+00 
 1.08456829e-04  1.57625420e+00  1.00043383e+00  0.00000000e+00 
 1.10456829e-04  1.62194671e+00  1.00044183e+00  0.00000000e+00 
 1.12456829e-04  1.57625456e+00  1.00044983e+00  0.00000000e+00 
 1.14456829e-04  1.62194640e+00  1.00045783e+00  0.00000000e+00 
 1.16456829e-04  1.57625493e+00  1.00046583e+00  0.00000000e+00 
 1.18456829e-04  1.62194608e+00  1.00047383e+00  0.00000000e+00 
 1.20456829e-04  1.57625530e+00  1.00048183e+00  0.00000000e+00 
 1.22456829e-04  1.62194576e+00  1.00048983e+00  0.00000000e+00 
 1.24456829e-04  1.57625566e+00  1.00049783e+00  0.00000000e+00 
 1.26456829e-04  1.62194545e+00  1.00050583e+00  0.00000000e+00 
 1.28456829e-04  1.57625603e+00  1.00051383e+00  0.00000000e+00 
 1.30456829e-04  1.62194513e+00  1.00052183e+00  0.00000000e+00 
 1.32456829e-04  1.57625640e+00  1.00052983e+00  0.00000000e+00 
 1.34456829e-04  1.62194481e+00  1.00053783e+00  0.00000000e+00 
 1.36456829e-04  1.57625676e+00  1.00054583e+00  0.00000000e+00 
 1.38456829e-04  1.62194450e+00  1.00055383e+00  0.00000000e+00 
 1.40456829e-04  1.57625713e+00  1.00056183e+00  0.00000000e+00 
 1.42456829e-04  1.62194418e+00  1.00056983e+00  0.00000000e+00 
 1.44456829e-04  1.57625750e+00  1.00057783e+00  0.00000000e+00 
 1.46456829e-04  1.62194386e+00  1.00058583e+00  0.00000000e+00 
 1.48456829e-04  1.57625786e+00  1.00059383e+00  0.00000000e+00 
 1.50456829e-04  1.62194354e+00  1.00060183e+00  0.00000000e+00 
 1.52456829e-04  1.57625823e+00  1.00060983e+00  0.00000000e+00 
 1.54456829e-04  1.62194323e+00  1.00061783e+00  0.00000000e+00 
 1.56456829e-04  1.57625860e+00  1.00062583e+00  0.00000000e+00 
 1.58456829e-04  1.62194291e+00  1.00063383e+00  0.00000000e+00 
 1.60456829e-04  1.57625897e+00  1.00064183e+00  0.00000000e+00 
 1.62456829e-04  1.62194259e+00  1.00064983e+00  0.00000000e+00 
 1.64456829e-04  1.57625933e+00  1.00065783e+00  0.00000000e+00 
 1.66456829e-04  1.62194227e+00  1.00066583e+00  0.00000000e+00 
 1.68456829e-04  1.57625970e+00  1.00067383e+00  0.00000000e+00 
 1.70456829e-04  1.62194196e+00  1.00068183e+00  0.00000000e+00 
 1.72456829e-04  1.57626007e+00  1.00068983e+00  0.00000000e+00 
 1.74456829e-04  1.62194164e+00  1.00069783e+00  0.00000000e+00 
 1.76456829e-04  1.57626043e+00  1.00070583e+00  0.00000000e+00 
 1.78456829e-04  1.62194132e+00  1.00071383e+00  0.00000000e+00 
 1.80456829e-04  1.57626080e+00  1.00072183e+00  0.00000000e+00 
